transaction_id,date,product,region,quantity,unit_price
d1153589-e0ea-4cf0-911d-0adceddbdb2e,2024-10-25,Laptop,East,3,999.99
c4404510-8407-422c-a571-44f9d853083e,2024-05-21,Monitor,South,4,349.99
525b5c58-a831-45ea-a7ac-0aef8fe5372a,2024-05-30,Headset,North,5,89.99
26ea50ac-231a-4ec1-be4b-9465abe38293,2024-05-02,Monitor,North,3,349.99
cca0b414-94f0-488f-b12c-aa9977090a4f,2024-06-24,Headset,East,5,89.99
b693aecf-7000-4e32-8cf2-c8e68ee14a99,2024-02-22,Keyboard,East,1,79.99
04fdaaea-9832-4456-b2c2-5d48da8f02e1,2024-12-03,Monitor,North,2,349.99
67509d9b-1bd1-4a95-aa8e-90e5d0710357,2024-08-21,Laptop,West,1,999.99
4831c411-e6df-44d7-9038-1f0f22b0d435,2024-02-24,Keyboard,West,2,79.99
30a189ea-17d6-4e71-874f-fe16eece2eb6,2024-01-27,Headset,South,5,89.99
1f51e6ea-5fc8-4a96-bbc8-af964e4b0b1f,2024-07-20,Mouse,South,1,29.99
358e4154-dd3e-4655-8edb-bda99a1bf70f,2024-01-01,Mouse,North,2,29.99
e383bc23-31cf-4799-a456-10e0ceb0766d,2024-07-26,Keyboard,East,4,79.99
5a0d51b5-dae6-4759-bb24-ffa69c0dbb44,2024-06-05,Keyboard,East,2,79.99
09cb0230-cb47-434b-aecc-bb24744bd021,2024-06-29,Keyboard,East,5,79.99
2c545dd5-debd-4533-94d3-d13d19bcd381,2024-04-28,Monitor,West,1,349.99
643f054c-227d-4f65-9475-abc8c3205ec3,2024-01-13,Laptop,West,4,999.99
ae5e6a30-96e1-40a9-b9fb-79f739bb2014,2024-07-19,Laptop,West,3,999.99
b131de9e-0c1e-4497-89cc-a4cc8b6fdb0f,2024-08-07,Mouse,South,5,29.99
78cb2edd-c5cc-4139-808e-d4124919157b,2024-04-23,Headset,South,1,89.99
1b4bcc58-acd0-486c-b807-649631aef155,2024-03-14,Keyboard,West,1,79.99
98a8e434-6046-4a2a-a419-087d69624f80,2024-07-03,Keyboard,East,2,79.99
dd0efb73-34f0-484a-85f8-f13de80f3d6e,2024-09-08,Laptop,South,2,999.99
1113dd99-4740-4646-aa88-ed428cd5fa2a,2024-09-18,Headset,North,3,89.99
af775a0e-67a6-4dc0-bd70-36b8f0189a3c,2024-09-12,Monitor,West,3,349.99
e661d9a2-4b47-4ef9-97f8-5979f6d0df7e,2024-12-09,Laptop,North,3,999.99
a775492e-8947-4ead-b825-118e0041858b,2024-12-29,Mouse,West,2,29.99
76617910-22fc-4aca-a9e1-5771703ee50c,2024-05-24,Headset,West,4,89.99
e75aa543-48e2-4e2d-a242-30e89fafb5eb,2024-11-14,Keyboard,North,4,79.99
af0f07b1-7d14-4fc8-8da3-99f55f06a78b,2024-09-22,Laptop,North,2,999.99
cbe39145-22aa-4fa2-a93f-1537ab8cc830,2024-03-13,Monitor,South,4,349.99
a454649c-3a68-4775-86c9-ec2a65a4b31c,2024-01-09,Laptop,West,3,999.99
905b656b-d5b4-4441-b874-16e4123e7745,2024-01-17,Keyboard,East,1,79.99
5f734a5e-9a0d-4c6b-93a2-f13ec5c17c70,2024-08-10,Mouse,South,4,29.99
2962cde7-5f7a-401b-ad13-2046090bdfcc,2024-10-24,Monitor,West,5,349.99
b8ca6b30-2d25-4949-a183-d4da8ed205b7,2024-09-23,Keyboard,North,3,79.99
af91c73b-8524-4c9a-a0b1-c0b75c9a6baf,2024-06-09,Headset,North,5,89.99
82c0847f-c97a-4470-a4df-bc51c8759847,2024-08-10,Keyboard,South,4,79.99
9ccb5316-f749-408d-8026-a2425e87010e,2024-12-30,Monitor,West,4,349.99
e6f7b298-d805-4507-8f54-7657fb39a88b,2024-09-29,Keyboard,West,1,79.99
36e3f4d1-cd47-4108-9110-df53db810a00,2024-08-12,Keyboard,South,3,79.99
f8e685dc-65d1-4da3-a62f-4b39b4aab8fb,2024-10-13,Mouse,West,2,29.99
1faa013c-dbd7-480f-95bf-965ee763f8f4,2024-06-27,Monitor,South,5,349.99
3e5f1863-7a3f-4320-b741-a1fe6ab7806d,2024-04-20,Keyboard,North,3,79.99
46259a94-eb41-4f57-9e62-3d09ff2e78be,2024-01-27,Keyboard,North,4,79.99
47f2697a-3055-4f86-8ab6-bfe8e272c54e,2024-08-14,Keyboard,West,4,79.99
6ae22957-6ad3-4520-a55d-55572734a5df,2024-06-10,Monitor,South,4,349.99
656e0a79-d833-4e8f-aaa4-17857963ef18,2024-07-10,Laptop,West,2,999.99
2849e112-20c6-474c-890f-e44e5083332e,2024-04-23,Headset,North,1,89.99
2c81d32b-e877-4c46-9e41-51344bfe24a6,2024-11-21,Mouse,East,1,29.99
76ac3fd2-4fd3-481c-a7e9-ae15af05e36b,2024-06-12,Monitor,West,3,349.99
81764a2e-f1a0-4f79-ac17-c5f5a89f532b,2024-07-25,Mouse,North,3,29.99
d0dbf50d-f1be-4956-ad1d-299ed42c05bc,2024-07-23,Headset,South,4,89.99
bf8695a9-62b1-4cab-bf76-401d19a9bced,2024-07-30,Headset,East,2,89.99
ba7c7489-57d8-4701-b6fb-ec2019b90492,2024-12-19,Headset,South,2,89.99
c993ef6a-30be-40f4-beeb-7af3b49dc703,2024-12-17,Mouse,West,4,29.99
7edeb75d-5493-4e43-a40b-e23c8a1d4fa7,2024-12-02,Headset,North,5,89.99
a8d9bfe2-f915-46cc-befe-1e8cfbfb44ec,2024-06-24,Mouse,North,5,29.99
778a5d76-d7b2-49a8-a851-7b13685dcc4a,2024-01-26,Laptop,South,4,999.99
6c8c6353-0608-4293-8f36-a36d63443e0e,2024-06-02,Laptop,West,5,999.99
23e22e18-8ccc-43b6-ab21-241a895de73e,2024-07-04,Headset,South,4,89.99
5d6d4f9d-9127-4ec3-bd96-bb18ba15907f,2024-08-18,Monitor,West,1,349.99
ced9959f-9637-4179-bef6-8b0ad552265f,2024-05-15,Mouse,North,4,29.99
a7e1c96a-2a82-426d-82e9-b179d60fd702,2024-05-20,Mouse,East,4,29.99
b4cb4153-cbf7-4161-89e2-d694caddd297,2024-11-21,Keyboard,South,5,79.99
34a9d24c-8acd-423e-b656-5ca496ab5b60,2024-03-16,Keyboard,West,5,79.99
af68b31a-6a80-4d2c-bbdf-524d91c11d2c,2024-04-27,Laptop,North,4,999.99
edf42abe-6442-4c1e-919a-5a2d8da5c320,2024-04-16,Keyboard,South,1,79.99
0074ed7d-53fc-40f1-8299-505cc49c1e42,2024-08-09,Monitor,North,4,349.99
ccd5ed00-5dc7-4306-add3-661f87ad0ddb,2024-12-12,Headset,South,2,89.99
4fcb6382-4d35-4d80-bb16-b6a34c7555be,2024-08-03,Monitor,North,2,349.99
26af84f3-d1ca-4e38-8ac4-78548c4b16ae,2024-09-29,Laptop,West,1,999.99
d0fd11da-9331-4b75-bff0-8cd0e3ecd2d9,2024-05-26,Monitor,South,2,349.99
41d5867f-d085-40ef-8429-82620a88c253,2024-12-16,Keyboard,North,2,79.99
fbf383a5-7874-4578-a2df-f7421cf5ea7f,2024-12-04,Laptop,South,3,999.99
db33eebd-6b58-4427-8cce-02652968212c,2024-04-22,Headset,North,1,89.99
207087cc-e8cf-4eb6-b2cb-b2a6074b0782,2024-11-24,Laptop,East,2,999.99
c00405c1-1788-4161-9876-1e229448c7d3,2024-03-17,Laptop,West,4,999.99
60f9d146-2f21-44d8-8150-c17a53e92365,2024-03-25,Headset,North,2,89.99
e2fe276a-19ad-4e8c-b8bf-b8a9cc288d79,2024-07-31,Monitor,North,4,349.99
7c912cea-eba6-4c21-8c22-1aaf083ec728,2024-08-23,Mouse,North,2,29.99
4a441fd3-d4d8-49d5-809e-c82c53641fbc,2024-06-25,Mouse,East,1,29.99
f4237470-5deb-4f0d-9af9-0bad99388f76,2024-02-17,Headset,North,5,89.99
52498555-e576-42e0-a023-a0f3d5d24806,2024-07-31,Laptop,South,3,999.99
cbb5af4e-7e9a-432f-8281-e36807f41a73,2024-08-03,Keyboard,West,5,79.99
80bfe9e1-6909-400b-98f9-c4ad552d02bd,2024-09-01,Keyboard,West,1,79.99
ec7c5440-bcee-4203-84c4-6b1249293007,2024-07-03,Keyboard,North,1,79.99
0d2f5665-005f-4425-be7b-eff22e4a2a7a,2024-08-26,Mouse,West,5,29.99
ce57b036-22cd-4729-94f0-d440ab5c7bc1,2024-06-25,Headset,East,4,89.99
66982d09-1656-4294-b3bb-f5cf9318437c,2024-07-19,Laptop,North,1,999.99
612585b2-79df-442b-b371-f3a50c4ef5d3,2024-07-29,Mouse,West,4,29.99
97f65680-9327-43f2-9b21-d02a14fe919b,2024-09-29,Monitor,South,5,349.99
0a267d28-78d9-49cc-ad3c-8908e3cc3871,2024-08-02,Headset,East,1,89.99
998cec2d-42be-4e58-8248-c803e0b9e400,2024-09-23,Headset,North,2,89.99
24f2c880-a8db-492b-b58c-ae45fe108148,2024-09-17,Mouse,South,5,29.99
23ecc287-1151-4783-b6da-0d0aeaa64443,2024-01-09,Mouse,South,2,29.99
52eca571-f042-4895-ab0c-ed8fb6fe82c2,2024-08-27,Mouse,West,1,29.99
a7dd0e5b-85c6-420c-9d81-1bf43e189fa1,2024-04-10,Keyboard,West,1,79.99
b289d882-2214-4f3d-9d6c-e22f9157d46f,2024-12-04,Monitor,South,2,349.99
1f0151ba-e450-407f-8e79-89d71bcdc0ff,2024-06-26,Mouse,South,5,29.99
b1ad4da0-8652-4f6e-92e0-fd25f666eecc,2024-09-26,Laptop,North,3,999.99
1abae484-8d54-4fad-b704-70eb0132f0af,2024-03-22,Headset,West,4,89.99
395a7ae9-0c5e-4ff6-870b-b87ceb5158bd,2024-11-09,Monitor,West,1,349.99
8f086e1f-5da6-49e8-b467-ae6d7321ea70,2024-12-01,Laptop,North,4,999.99
1cb1af7f-c971-4178-ab55-6e63cd6c5905,2024-05-11,Monitor,North,1,349.99
4839f893-0ec6-49c2-ba18-36a0dbde6082,2024-06-21,Keyboard,West,4,79.99
cdcff6e5-75b8-4150-b4fa-88398f790ddc,2024-09-01,Mouse,North,2,29.99
5e273524-860e-4c96-bbfb-70e167892a7d,2024-09-30,Headset,West,4,89.99
e0467344-bb3b-4f04-aa6f-165e25a100ca,2024-03-30,Laptop,South,4,999.99
8cc6a72d-9a39-4831-845f-7a71f40cd3e1,2024-12-27,Keyboard,North,3,79.99
9f1ad72f-c725-4fea-a789-34533c673651,2024-02-12,Keyboard,East,2,79.99
c8152609-f9c6-43a1-b2dd-e294d6918c73,2024-07-13,Mouse,West,1,29.99
9e3c4f0b-9cba-40e7-9b3e-c38c62b59594,2024-08-23,Monitor,South,1,349.99
f3219347-561f-4235-8032-fb1b15ddbd31,2024-07-24,Headset,West,4,89.99
6e0ec0bc-0e8a-4aea-900e-6a7a73fe9374,2024-03-18,Headset,West,5,89.99
e9034726-a43a-435c-8338-7498f5e372e7,2024-06-07,Laptop,East,4,999.99
52fa1acd-1557-4ae6-ac93-c5cf5282a567,2024-03-03,Monitor,South,1,349.99
99e65662-8af0-486d-ab04-92fea18253c4,2024-09-04,Laptop,South,3,999.99
9f87f4d4-88d6-4a5f-a430-4f0bfc7f583b,2024-07-21,Mouse,North,5,29.99
601799c7-88b4-4583-ae43-7586bce528d3,2024-05-12,Laptop,North,3,999.99
59777a2d-d575-4ab8-b0f2-7e672fdcdaf7,2024-04-30,Laptop,South,5,999.99
df514363-42a5-4ff6-89d2-69f9b6932264,2024-04-29,Laptop,North,3,999.99
fd3135ae-df02-4178-abc0-81430323a3ba,2024-11-01,Monitor,South,1,349.99
03d6abc5-5578-4f7f-9b46-00510723c01c,2024-06-24,Monitor,East,2,349.99
8f756e53-2861-4b62-96e0-0d2ec65ceb0d,2024-04-07,Monitor,South,2,349.99
f0920c16-7074-40c8-b951-a05d69fa67a2,2024-05-23,Laptop,West,5,999.99
a94c26cc-7d2f-4a7a-ac44-91dd3df6569d,2024-06-02,Mouse,East,5,29.99
050a930d-77d0-4675-86fa-5373e183f902,2024-03-23,Keyboard,West,3,79.99
5ed35fb3-2bde-4ada-bb82-7bd6cd626d00,2024-10-11,Mouse,West,3,29.99
84681189-a3ee-4f0d-9a5f-b31f001083c4,2024-12-22,Monitor,West,5,349.99
aedce0a8-9ca1-438f-87be-08c4b48097db,2024-05-22,Headset,North,5,89.99
af5f56a5-1a21-43a3-85b4-de11c0d6d06b,2024-09-29,Keyboard,North,1,79.99
5ff9993c-2cc0-4f71-b037-36dcbc240015,2024-11-08,Keyboard,West,3,79.99
518326ea-2a29-4d50-ac4d-d29e5955f264,2024-09-28,Laptop,North,5,999.99
b7fa630d-818c-4800-bd5d-1907dd7e8d87,2024-06-07,Headset,South,2,89.99
43dc5b7d-5600-4933-9f8b-514390161b0d,2024-06-02,Mouse,East,1,29.99
4a495e5e-0983-4dd2-83b7-032799acc299,2024-02-01,Monitor,West,4,349.99
cd3db2b1-50b2-485b-8efa-29bb422f1be9,2024-01-20,Headset,North,2,89.99
157f16d1-c20e-405c-be9f-83a8cd80a9ae,2024-04-13,Headset,North,5,89.99
6f8be664-5fad-4179-b269-54cb6ce032c0,2024-04-08,Keyboard,North,3,79.99
f0938a98-76d4-4766-8a39-da035d0708bf,2024-03-18,Monitor,North,3,349.99
a1083afe-96f2-4600-a436-3c3e6873b570,2024-11-14,Monitor,West,4,349.99
e4e34e0b-a43e-4fd9-ad5d-0cf0524328a0,2024-05-19,Headset,West,2,89.99
be556d1e-226e-4e6a-8806-9ee3e755230d,2024-02-15,Laptop,West,5,999.99
06caaa0b-d9d8-494b-bd16-734c73ab1010,2024-03-21,Mouse,North,1,29.99
dbf40ff1-3365-41ed-8dc5-9cbaa3f1513e,2024-11-27,Monitor,West,5,349.99
45a71e32-8fcf-4962-8d15-de01bff3b3b1,2024-03-14,Keyboard,West,2,79.99
24216452-3ae6-485f-aab5-47be15cb97c2,2024-02-11,Keyboard,South,4,79.99
ae243090-146a-4ce4-8b58-e2e7ba0ab30a,2024-08-16,Laptop,South,4,999.99
697d05c0-dc0b-4622-bad6-3beaf3cbc518,2024-08-24,Laptop,South,3,999.99
16339b62-4e6e-499d-a8b8-a4ebc2ee4ad1,2024-08-21,Monitor,South,5,349.99
01d42677-5f6e-465a-85a0-0276d49581fc,2024-04-11,Mouse,North,4,29.99
c5ccc799-caae-4a6f-9475-0f6ae54b98c5,2024-10-04,Mouse,South,1,29.99
8e186aec-9714-42fa-b37a-7978a0ae9a1d,2024-04-14,Laptop,South,2,999.99
2b48265a-11b2-4fe6-9f7c-210f29ace6c7,2024-12-05,Headset,South,5,89.99
5f322b6e-bcab-4281-8fad-7bedd85f4a9d,2024-12-22,Monitor,North,2,349.99
916e74d2-a123-49d1-b132-31c71deccc33,2024-08-01,Keyboard,East,4,79.99
f79723c7-06fe-4971-afe5-eb9c3af5bc84,2024-01-28,Keyboard,East,2,79.99
de1ddec9-4d12-4eac-9d7b-8a10682eedf9,2024-11-19,Mouse,West,2,29.99
056604cc-002a-4707-a7c7-158abd27d599,2024-03-15,Keyboard,North,3,79.99
a91fd8f5-0d21-40d5-b8b8-252fd204bb0f,2024-12-14,Keyboard,East,1,79.99
41a2e3a1-c112-438b-a16e-aa68322b1686,2024-07-18,Mouse,North,1,29.99
a218f03a-c24d-410e-91bf-e9ab23c4f41d,2024-07-15,Headset,West,4,89.99
b27f2ac5-12fe-492c-b312-db282525a3f8,2024-06-24,Keyboard,North,3,79.99
47dceff2-0217-4544-9218-7690fd5d92e2,2024-03-10,Laptop,East,1,999.99
9f5cef9e-b301-49f9-9bd4-9cf97b9814ed,2024-06-29,Mouse,South,4,29.99
80c41101-53e2-4ca8-8cc7-70cac93b3608,2024-07-03,Headset,West,2,89.99
a55036fb-e21a-4a23-b45d-0b1ccbb241d2,2024-07-18,Mouse,North,5,29.99
6ef6a4e8-b3de-4496-b66f-53849069ad60,2024-08-01,Headset,South,4,89.99
3c68762a-24d0-43d4-841f-021fd59aa995,2024-08-03,Mouse,West,2,29.99
8d301f1f-6a57-4f6d-b336-f17f476079e8,2024-02-26,Headset,East,2,89.99
53a55a97-298b-4d04-97ac-9f59d97f837c,2024-12-10,Headset,West,4,89.99
526ab480-f1df-460c-8559-37c9e9670b80,2024-12-15,Headset,South,4,89.99
cee68ac8-a204-4bda-b1e1-8b9f608b5116,2024-05-07,Headset,East,3,89.99
369ce805-c2ab-40e6-8426-baedde3d4ef2,2024-08-01,Headset,North,2,89.99
9f32366a-8dc0-4972-acad-6fcb6c9abd13,2024-01-05,Headset,North,3,89.99
65dcf767-2465-4bc1-aa02-01fc10deedb0,2024-04-17,Mouse,South,1,29.99
d9bc4288-f16b-4c0b-8581-ab06737412d1,2024-09-12,Laptop,North,3,999.99
126bd5ca-4449-4f1c-ab81-9934b7f5a094,2024-04-17,Mouse,North,5,29.99
3bafba5d-46d3-4951-9608-9284813ad05d,2024-09-06,Headset,North,5,89.99
5c1f3cc6-98ed-4142-88ea-0d8c86729ef3,2024-08-15,Laptop,North,2,999.99
9f44ef43-efe7-4e13-8bf3-bc3a123a94dc,2024-09-25,Headset,South,2,89.99
a17b1f92-d36a-4553-a6f0-bb987013b937,2024-01-28,Laptop,North,2,999.99
9735e6c9-65e5-495e-9fce-5161223f0999,2024-08-19,Mouse,West,2,29.99
ce1eb9cb-1436-4b9e-9692-06083af0899e,2024-06-24,Mouse,North,4,29.99
c020c877-cbf1-4478-8d22-df287f4b5553,2024-02-06,Monitor,East,4,349.99
8a54fe4e-df5b-49c0-8e16-166155426e0a,2024-03-02,Monitor,South,3,349.99
8b07dbc4-9040-4941-bfbd-44d7c2b9dbbd,2024-09-22,Laptop,East,2,999.99
46d57e00-cffb-4d07-bed3-21d4eba320a8,2024-10-24,Headset,West,3,89.99
318b9698-871b-4bdf-9fa3-2fd19cb705a8,2024-04-07,Headset,North,1,89.99
2e451be0-3747-458a-b0ca-6b5222a1c472,2024-06-23,Laptop,North,3,999.99
a2e60a49-a1ed-4133-ba51-c3040163757d,2024-07-31,Headset,West,1,89.99
43acd2ce-bb83-4498-894d-14ffa623eb46,2024-12-06,Headset,South,4,89.99
9dc87f31-d5cf-4c05-a7a9-411f7fda8c0c,2024-06-04,Headset,North,4,89.99
ffc58ace-7f61-41a3-80f7-42c9824151af,2024-12-09,Keyboard,East,4,79.99
09486edd-e9be-4e4c-83cd-8d8d9d2cfec7,2024-05-30,Laptop,West,1,999.99
c8844e49-5318-4cb6-90af-f6a390ffffcc,2024-02-28,Headset,North,4,89.99
d7ea85bf-09d4-4a9b-addd-16c822390994,2024-09-01,Laptop,North,2,999.99
bdb55cb2-4732-4131-be8d-ee1fc0d2c931,2024-09-16,Headset,West,3,89.99
0e356a6d-3ac1-48e3-8693-3950dd228f7d,2024-04-08,Keyboard,West,1,79.99
19f98e13-f608-4ead-b608-5f52dcc7aa9a,2024-10-05,Monitor,North,1,349.99
2f193277-9d1c-4d0c-9593-ca7a87800c60,2024-01-23,Laptop,North,3,999.99
3abebd58-5ccc-47f0-b175-d921d68d16ca,2024-02-27,Keyboard,West,4,79.99
24c0001f-2d86-4475-ac4c-208b294e0357,2024-06-19,Headset,East,4,89.99
4f03ff4b-0657-4664-b531-0f67730e71bd,2024-04-01,Headset,East,5,89.99
39121148-a4d7-4706-9bb8-fa63ffff9349,2024-02-08,Mouse,West,2,29.99
5c57ac9f-b2fa-4082-8fd5-ccf027cbde18,2024-06-14,Headset,South,3,89.99
00d7a9a5-6aa0-4598-8cd7-c199eeebdc25,2024-10-28,Monitor,West,3,349.99
8885d5d9-a738-4b4b-a9ca-69a0a5301034,2024-05-21,Laptop,West,3,999.99
72f6cbfc-4567-46b3-9a93-07213591efd5,2024-03-29,Keyboard,West,3,79.99
f7959da6-3bdc-4e37-84d6-25a647a3c3f8,2024-10-08,Laptop,North,5,999.99
cf7043db-58c9-442f-a024-859a4fc7ea7d,2024-08-02,Keyboard,South,3,79.99
adfff2d6-f18b-4b92-9e44-00d5fa9aca4a,2024-08-06,Monitor,North,2,349.99
848255df-2e72-4a7c-9a04-749d15d9192c,2024-11-12,Keyboard,South,4,79.99
e071d10e-bba8-49e7-ab4d-14dfa3e948c0,2024-12-17,Keyboard,South,2,79.99
3f8333c0-9401-4e9c-a02e-40bd177aea35,2024-02-18,Monitor,West,5,349.99
98531f7e-8478-4b1f-9717-45873f8ae992,2024-11-05,Laptop,South,3,999.99
bd317877-957a-4da5-8edf-c126b640e337,2024-02-01,Mouse,South,4,29.99
607bd83a-247e-4607-8e77-c83ca6432f00,2024-12-30,Headset,North,1,89.99
bcd76ea0-4f99-4168-a99c-fd024354f549,2024-03-15,Mouse,South,3,29.99
23695c0b-03c1-4a39-9ca4-d264de6442b0,2024-12-16,Mouse,South,3,29.99
6261e848-8ae6-408c-997e-b8ad6cd245d5,2024-10-09,Laptop,North,4,999.99
288bef19-545a-4cc8-ad2a-b76d7fe71279,2024-08-25,Mouse,North,5,29.99
f17f731a-71b7-4b01-b0ce-07b681b321cb,2024-07-19,Mouse,North,3,29.99
93b0d070-51ba-49b3-b62e-058d4fde512e,2024-11-08,Laptop,North,5,999.99
345a7036-cc9e-447c-b09c-77c3c337f4b2,2024-10-04,Mouse,North,3,29.99
35810363-e75a-4828-abbd-37d0c044ef42,2024-10-24,Monitor,South,2,349.99
196ad9b0-2510-4306-909b-7ce3270ad876,2024-06-05,Headset,West,1,89.99
dd229aef-5813-4aea-a454-b0945c1e82aa,2024-03-11,Monitor,South,3,349.99
91865a6d-c329-40f8-ab92-26691ba8d15c,2024-07-09,Keyboard,North,4,79.99
8ce87bcf-ec0a-4035-b65f-d5fb68505e08,2024-11-09,Laptop,West,3,999.99
f02cfae2-1849-4e4a-8389-8ec00f63403c,2024-10-21,Headset,East,4,89.99
1593defd-454e-4c51-b2b4-206b5cf40ea8,2024-04-07,Keyboard,North,5,79.99
759e9dd3-0b19-4ef3-8bc8-9ecc01a2ba49,2024-08-12,Laptop,North,3,999.99
d861f510-f46a-4edd-8aab-3b13857a08d1,2024-11-27,Keyboard,West,5,79.99
d1b9a4d4-6a7b-474c-9bee-72ee5802c9fb,2024-09-09,Monitor,West,3,349.99
e8140242-94a1-4c2e-873b-e04d7ddb87cd,2024-10-27,Mouse,West,3,29.99
d54a9b37-53b0-47a9-be82-a4c2a83068f3,2024-05-03,Headset,West,3,89.99
5ebab577-2c28-466d-9b5c-27a428cf4d89,2024-06-19,Mouse,West,5,29.99
ec4de6c1-93d0-4046-b8a0-ecf1cd40a21f,2024-01-25,Monitor,South,2,349.99
e5c3fb81-7f10-427f-acc4-964eceb7da06,2024-04-15,Monitor,East,4,349.99
3f7f24e0-d0a8-4b1e-8d25-f257d01901ae,2024-10-07,Monitor,West,1,349.99
11de3a9d-93c1-41a1-8b69-91c51b8b4461,2024-12-17,Keyboard,North,4,79.99
cbfc738d-a9d6-4959-a858-6d0c2e8a1365,2024-06-15,Headset,South,1,89.99
88570887-57cb-4cb5-8a65-18fbd55959ae,2024-10-14,Monitor,South,3,349.99
e8f7b9d5-fe53-42a5-979b-5d22e02d5071,2024-04-11,Mouse,North,4,29.99
bda8dbe6-8905-478b-98a6-452bce606370,2024-04-23,Monitor,West,2,349.99
0aa5ebff-9466-4e78-ad97-85aa6125a2aa,2024-03-29,Keyboard,North,2,79.99
2f57ac8c-4e96-40a3-bacd-99d94d4d64a6,2024-06-03,Headset,South,4,89.99
6d32fd62-fcaa-4d2b-93b5-d776c7bd6d8c,2024-02-29,Mouse,South,3,29.99
fe447762-727c-4285-a654-b19b00b74780,2024-06-23,Headset,South,3,89.99
4d12f247-a202-4e16-a2e4-86f4f53b992b,2024-07-09,Headset,East,4,89.99
9d70b349-e684-4f86-a034-a55121d0df9a,2024-01-29,Mouse,West,2,29.99
ee17a972-5442-41b9-aa3f-982a3dab391d,2024-12-13,Keyboard,East,3,79.99
dab38c44-19e9-44fb-abfb-610a99b54d18,2024-05-03,Headset,South,5,89.99
aa1b913f-4c0c-447d-ad25-c15895a05e65,2024-08-28,Headset,North,5,89.99
c294524d-e1a4-48c0-b968-dfe817a11b2a,2024-03-27,Headset,West,3,89.99
acf392b6-e8de-41a7-bf87-c1437bbfad16,2024-05-26,Laptop,East,4,999.99
7e574037-24bc-4f22-b45c-d8d24aed8805,2024-05-05,Monitor,South,3,349.99
c24e3b54-dc04-4286-b78a-332aff69a8b0,2024-08-27,Laptop,East,3,999.99
3bea7dce-c72e-4dc4-b8f0-a3d4823c97af,2024-07-13,Mouse,South,1,29.99
a64a6570-8f82-4877-9de3-0ab257e9a967,2024-02-16,Keyboard,East,1,79.99
f55a8b76-39bb-472e-8c46-9ab81a2ee5e6,2024-10-19,Headset,East,1,89.99
105e37fe-c88d-4012-b756-799204476e46,2024-06-18,Headset,East,1,89.99
54d1030e-675e-42bc-aa3d-7111db4b694c,2024-06-06,Headset,East,3,89.99
188f9552-ed49-46b2-b64f-506b0fbb9f21,2024-12-20,Keyboard,South,5,79.99
7d2930b8-134f-45a7-86d5-9453556d5d5c,2024-08-14,Mouse,North,1,29.99
728d21e3-9506-4040-bbe9-4b961918fc64,2024-09-26,Headset,West,5,89.99
